Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
Livionex Pharma,https://getlivfresh.com/,Los Gatos,,,"Unmet medical needs in Periodontitis, Cataracts and Herpes Simplex Virus",,BPG,Private,2025-11-15,"Unmet medical needs in Periodontitis, Cataracts and Herpes Simplex Virus"
Lixte Biotechnology,https://lixte.com/,Pasadena,,,"Small Molecules, Diagnostics",,BPG,Unknown,2025-11-15,"Small Molecules, Diagnostics"
Lonza,https://www.lonza.com/,Vacaville,,,"Small Molecules, Biologics Contract Manufacturing",,BPG,Unknown,2025-11-15,"Small Molecules, Biologics Contract Manufacturing"
Lotus Clinical Research,https://lotuscr.com/,Pasadena,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Lucina Biotherapeutics,https://lucina.bio/,Santa Cruz,,,Lipid-based interventions,,BPG,Private,2025-11-15,Lipid-based interventions
Lumenis,https://lumenis.com/,San Jose,,,Energy-based medical treatments,,BPG,Unknown,2025-11-15,Energy-based medical treatments
LumiQuick Diagnostics,https://lumiquick.co/,Santa Clara,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Luminary Genetics,https://www.luminarygenetics.com/,Santa Clara,,,Genetic Testing,,BPG,Unknown,2025-11-15,Genetic Testing
Luminyst,https://www.luminyst.com/,Oakland,,,"product lifecycle management, quality and product development program consulting",,BPG,Unknown,2025-11-15,"product lifecycle management, quality and product development program consulting"
Lumiphore,https://www.lumiphore.com/,Berkeley,,,Chelation for Radiotheranostics,,BPG,Unknown,2025-11-15,Chelation for Radiotheranostics
Lumos Diagnostics,https://lumosdiagnostics.com/,Carlsbad,,,POC Diagnostics,,BPG,Unknown,2025-11-15,POC Diagnostics
Luna Diabetes,https://www.lunadiabetes.com/,San Diego,,,Insulin Pump,,BPG,Unknown,2025-11-15,Insulin Pump
Lunai Bioworks,https://www.lunaibioworks.com/,Los Angeles,,,AI Drug Discovery,,BPG,Unknown,2025-11-15,AI Drug Discovery
LungLife AI,https://lunglifeai.com/,Thousand Oaks,,,Bioseparations Equipment,,BPG,Unknown,2025-11-15,Bioseparations Equipment
Lusis,https://www.lusisbio.com/,Hayward,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Lusis Biosciences,https://www.lusisbio.com/,Hayward,,,Benchtop Diagnostics,,BPG,Unknown,2025-11-15,Benchtop Diagnostics
Lycia Therapeutics,https://lyciatx.com/,South SF,,,Lysosomal Targeting Chimeras Targeting Protein Degradation,,BPG,Private,2025-11-15,Lysosomal Targeting Chimeras Targeting Protein Degradation
Lyell Immunopharma,https://lyell.com/,South SF,,,Curative cell-based immunotherapies,,BPG,Private,2025-11-15,Curative cell-based immunotherapies
Lygos,https://www.lygos.com/,Hayward,,,Biologically-derived specialty chemicals,,BPG,Unknown,2025-11-15,Biologically-derived specialty chemicals
Lykos Therapeutics,https://lykospbc.com/,San Jose,,,Psychedelics,,BPG,Private,2025-11-15,Psychedelics
Lynx Biosciences,https://www.lynx.bio/,San Diego,,,Phenotypic profiling and functional characterization of suspension cells,,BPG,Unknown,2025-11-15,Phenotypic profiling and functional characterization of suspension cells
Lyterian Therapeutics,https://lyterian.com/,South SF,,,Therapeutics,,BPG,Private,2025-11-15,Therapeutics
MAST Biosurgery,https://mastbio.com/home-us/,San Diego,,,Bioresorbable polymer implants,,BPG,Unknown,2025-11-15,Bioresorbable polymer implants
MAX BioPharma,https://maxbiopharma.com/,Los Angeles,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
MBrace Therapeutics,https://mbracetrx.com/,San Diego,,,"Phage-display Antibody Discovery, ADCs",,BPG,Private,2025-11-15,"Phage-display Antibody Discovery, ADCs"
MCLAB,https://mclab.com/,San Francisco,,,"Molecular biology reagents, enzymes, PCR/qPCR kits, cloning kits, protein purification solutions and genomic services",,BPG,Unknown,2025-11-15,"Molecular biology reagents, enzymes, PCR/qPCR kits, cloning kits, protein purification solutions and genomic services"
MDxHealth,https://mdxhealth.com/,Irvine,,,Molecular Diagnostics,,BPG,Unknown,2025-11-15,Molecular Diagnostics
MP Biomedicals,https://www.mpbio.com/,Irvine,,,Diagnostics & Life Sciences Products,,BPG,Unknown,2025-11-15,Diagnostics & Life Sciences Products
MabSwitch,https://mabswitch.com/,Van Nuys,,,Regulatable Antibodies,,BPG,Unknown,2025-11-15,Regulatable Antibodies
Mablytics,https://mablytics.com/,San Diego,,,Novel Immunotherapies,,BPG,Unknown,2025-11-15,Novel Immunotherapies
Machaon Diagnostics,https://www.machaondiagnostics.com/,Berkeley,,,Clinical reference lab,,BPG,Unknown,2025-11-15,Clinical reference lab
Macro Biologics,https://www.macrobiologics.com/,Carlsbad,,,Antimicrobial Coating Technology,,BPG,Unknown,2025-11-15,Antimicrobial Coating Technology
MagQu,https://www.magqu.com/,Milpitas,,,Alzheimer's Diagnostic,,BPG,Unknown,2025-11-15,Alzheimer's Diagnostic
Magic Lifescience,https://magiclifescience.com/,Mountain View,,,POC Molecular Diagnostics,,BPG,Unknown,2025-11-15,POC Molecular Diagnostics
Magnetic Insight,https://magneticinsight.com/,Alameda,,,Magnetic Particle Imaging,,BPG,Unknown,2025-11-15,Magnetic Particle Imaging
Magnus Medical,https://www.magnusmed.com/,Burlingame,,,Device for Depression Treatment,,BPG,Unknown,2025-11-15,Device for Depression Treatment
Mahzi Therapeutics,https://mahzi.com/,San Mateo,,,Gene therapy for rare genetic neurodevelopmental disorders,,BPG,Private,2025-11-15,Gene therapy for rare genetic neurodevelopmental disorders
Makani Science,https://makaniscience.net/,Irvine,,,Breathing Sensors,,BPG,Unknown,2025-11-15,Breathing Sensors
MakroCare,https://www.makrocare.com/,San Francisco,,,Drug Development Partner,,BPG,Unknown,2025-11-15,Drug Development Partner
Mammoth Biosciences,https://mammoth.bio/,Brisbane,,,"CRISPR, Gene-Editing Therapies",,BPG,Unknown,2025-11-15,"CRISPR, Gene-Editing Therapies"
MannKind,https://mannkindcorp.com/,Westlake Village,,,"Inhalable Biologics, Gene Therapy",,BPG,Unknown,2025-11-15,"Inhalable Biologics, Gene Therapy"
MantleBio,https://www.mantlebio.com/,San Francisco,,,Data Platform,,BPG,Unknown,2025-11-15,Data Platform
Mapp Biopharmaceutical,https://mappbio.com/,San Diego,,,Infectious Disease Treatment,,BPG,Private,2025-11-15,Infectious Disease Treatment
MarWell Bio,https://www.marwell.bio/,South SF,,,Generative AI Antibody Design,,BPG,Unknown,2025-11-15,Generative AI Antibody Design
Marea Therapeutics,https://www.mareatx.com/,South SF,,,Treatments for Cardiometabolic Diseases,,BPG,Private,2025-11-15,Treatments for Cardiometabolic Diseases
Marin Biologic Laboratories,https://www.marinbio.com/,Novato,,,Contract Services,,BPG,Research,2025-11-15,Contract Services
Masimo,https://www.masimo.com/,Irvine,,,Noninvasive patient monitoring,,BPG,Unknown,2025-11-15,Noninvasive patient monitoring
Materna Medical,https://www.maternamedical.com/,Mountain View,,,Device to prevent childbirth injuries,,BPG,Unknown,2025-11-15,Device to prevent childbirth injuries
MatriSys Bioscience,https://matrisysbio.com/,La Jolla,,,Dermatology & Skin Care,,BPG,Unknown,2025-11-15,Dermatology & Skin Care
Matrigen Life Technologies,https://matrigen.com/,Irvine,,,Soft (More Natural) Cell Culture Environments,,BPG,Unknown,2025-11-15,Soft (More Natural) Cell Culture Environments
Matrix Biomed,http://matrixbiomed.com/,Irvine,,,Gene therapy for various cancers,,BPG,Unknown,2025-11-15,Gene therapy for various cancers
Matrubials,https://matrubials.com/home-1,Davis,,,Milk-derived Therapies,,BPG,Unknown,2025-11-15,Milk-derived Therapies
Maverix Biomics,https://www.maverixbio.com/,San Mateo,,,Next Generation Sequencing data analysis,,BPG,Unknown,2025-11-15,Next Generation Sequencing data analysis
Mawi DNA Technologies,https://www.mawidna.com/,Pleasanton,,,Non-invasive DNA sampling technology,,BPG,Unknown,2025-11-15,Non-invasive DNA sampling technology
Maxwell Biomedical,https://www.maxwellbiomedical.com/,San Diego,,,Solution designed to maintain sinus rhythm in patients with Atrial Fibrillation,,BPG,Unknown,2025-11-15,Solution designed to maintain sinus rhythm in patients with Atrial Fibrillation
Maxygen (2),https://www.maxygen.com/,Newark,,,Directed evolution services for protein engineering,,BPG,Unknown,2025-11-15,Directed evolution services for protein engineering
Maxymune Therapeutics,https://maxymunetx.com/,Los Altos,,,Small Molecule Inhibitors,,BPG,Private,2025-11-15,Small Molecule Inhibitors
Maze Therapeutics,https://mazetx.com/,South SF,,,"Small Molecules, Gene Therapy, Antisense Oligonucleotides, Biologics",,BPG,Private,2025-11-15,"Small Molecules, Gene Therapy, Antisense Oligonucleotides, Biologics"
McGuff Pharmaceuticals,https://www.mcguffpharmaceuticals.com/,Santa Ana,,,Contract Manufacturing,,BPG,Private,2025-11-15,Contract Manufacturing
MeCo Diagnostics,https://mecodiagnostics.com/,San Diego,,,Cancer Molecular Diagnostic,,BPG,Unknown,2025-11-15,Cancer Molecular Diagnostic
Meacor,https://meacor.com/,Irvine,,,Cardiovascular Minimally invasive transcatheter cryoadhesion system,,BPG,Unknown,2025-11-15,Cardiovascular Minimally invasive transcatheter cryoadhesion system
Meadowhawk Biolabs,https://www.meadowhawkbiolabs.com/,Hayward,,,Small & Large Molecule CRO,,BPG,Incubator,2025-11-15,Small & Large Molecule CRO
MedSpark,https://medspark.ms/,San Luis Obispo,,,Medical Device Design & Development,,BPG,Unknown,2025-11-15,Medical Device Design & Development
Medable,https://www.medable.com/,Palo Alto,,,Clinical Trial Management Software,,BPG,Unknown,2025-11-15,Clinical Trial Management Software
Medeloop,https://www.medeloop.ai/,San Francisco,,,AI Clinical Research Platform,,BPG,Unknown,2025-11-15,AI Clinical Research Platform
Medeologix,https://medeologix.com/,San Jose,,,Contract development and manufacturing partner for minimally invasive devices,,BPG,Unknown,2025-11-15,Contract development and manufacturing partner for minimally invasive devices
Medeor Therapeutics,https://www.medeortx.com/,South SF,,,Cellular Immunotherapy,,BPG,Private,2025-11-15,Cellular Immunotherapy
MediCell Technologies,https://www.medicelltech.com/,Carlsbad,,,Stem Cell Treatments,,BPG,Unknown,2025-11-15,Stem Cell Treatments
MediPrint Ophthalmics,https://mediprintlens.com/,San Diego,,,Digital Printing on Contact Lenses for Drug Delivery,,BPG,Unknown,2025-11-15,Digital Printing on Contact Lenses for Drug Delivery
Medic Life Sciences,https://www.medic-life-sciences.com/,Mountain View,,,3D-tumor based CRISPR functional genomics platform,,BPG,Unknown,2025-11-15,3D-tumor based CRISPR functional genomics platform
Medical Instrument Development Laboratories,https://www.midlabs.com/,San Leandro,,,Ophthalmic devices,,BPG,Research,2025-11-15,Ophthalmic devices
MediciNova,https://medicinova.com/,La Jolla,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
Medikine,https://www.medikine.com/,San Diego,,,"Small Molecules, Peptide",,BPG,Unknown,2025-11-15,"Small Molecules, Peptide"
Meditrina,https://www.avetasystem.com/,San Jose,,,Single-use device for treatment of intrauterine pathologies,,BPG,Unknown,2025-11-15,Single-use device for treatment of intrauterine pathologies
Medium Biosciences,https://medium.bio/,San Francisco,,,AI-designed Protein Therapeutics,,BPG,Unknown,2025-11-15,AI-designed Protein Therapeutics
Medrio,https://medrio.com/,San Francisco,,,Clinical Trial Software,,BPG,Unknown,2025-11-15,Clinical Trial Software
Medrx,https://www.medrx.co.jp/english/index.html,Irvine,,,Transdermal Drug Improvements,,BPG,Unknown,2025-11-15,Transdermal Drug Improvements
Medtronic,https://www.medtronic.com/us-en/index.html,Santa Ana,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
Meissner,https://www.meissner.com/,Camarillo,,,Lab Systems,,BPG,Unknown,2025-11-15,Lab Systems
Meliora Therapeutics,https://www.melioratherapeutics.com/,San Francisco,,,Mechanism-focused Oncology Drugs,,BPG,Private,2025-11-15,Mechanism-focused Oncology Drugs
Melzi Surgical,https://melzisurgical.com/,Los Altos,,,Surgical Sharps Finder,,BPG,Unknown,2025-11-15,Surgical Sharps Finder
Mendaera,https://www.mendaera.com/,San Mateo,,,Medical Robotics,,BPG,Unknown,2025-11-15,Medical Robotics
Mercator MedSystems,https://mercatormed.com/,San Leandro,,,Catheter-guided infusion systems,,BPG,Unknown,2025-11-15,Catheter-guided infusion systems
Merck,https://www.merck.com/,South SF,,,"Small Molecules, Vaccines, Biologics",,BPG,Unknown,2025-11-15,"Small Molecules, Vaccines, Biologics"
Metaba,https://metaba.us/,Santa Monica,,,Antibiotics,,BPG,Unknown,2025-11-15,Antibiotics
Metabiomics,https://www.metabiomics.com/,Carlsbad,,,Stool test for cancer,,BPG,Unknown,2025-11-15,Stool test for cancer
Metabolomycs,https://www.metabolomycs.com/,Long Beach,,,Pancreatic Cancer Diagnostic,,BPG,Unknown,2025-11-15,Pancreatic Cancer Diagnostic
Metacrine,https://metacrine.com/,San Ramon,,,Metabolic diseases,,BPG,Unknown,2025-11-15,Metabolic diseases
Metagenomi,https://metagenomi.co/,Emeryville,,,Gene-Edited Microbial Treatments,,BPG,Unknown,2025-11-15,Gene-Edited Microbial Treatments
MiCareo,https://www.micareo.com/,Burlingame,,,Rare Cell Analysis,,BPG,Unknown,2025-11-15,Rare Cell Analysis
Micro Medical Devices,https://micromedinc.com/,Calabasas,,,Portable Eyecare Devices,,BPG,Unknown,2025-11-15,Portable Eyecare Devices
MicroPure Genomics,https://micropuregenomics.com/,San Diego,,,Sample Prep,,BPG,Unknown,2025-11-15,Sample Prep
MicroRite,https://www.microrite.com/,San Jose,,,Consulting & Training,,BPG,Service,2025-11-15,Consulting & Training
MicrobeDx,https://microbedx.com/,Los Angeles,,,Real-time Personalized Antibiotic Selection,,BPG,Unknown,2025-11-15,Real-time Personalized Antibiotic Selection
Microbiologics,https://www.microbiologics.com/,San Diego,,,"Diagnostics, Services",,BPG,Unknown,2025-11-15,"Diagnostics, Services"
Microvascular Tissues,https://www.mvtissues.com/,San Diego,,,Off-the-shelf Human Microvascular Allograft,,BPG,Unknown,2025-11-15,Off-the-shelf Human Microvascular Allograft
MicuRx Pharmaceuticals,https://www.micurxchina.com/en/home,Foster City,,,Antibiotics,,BPG,Private,2025-11-15,Antibiotics
Miist Therapeutics,https://www.miisttherapeutics.com/,Alameda,,,Inhalable Therapies,,BPG,Private,2025-11-15,Inhalable Therapies
Mikroscan Technologies,https://www.mikroscan.com/,Vista,,,Pathology Technology,,BPG,Unknown,2025-11-15,Pathology Technology
Milagen,https://www.milagen.com/,Emeryville,,,"Tissue Analysis, Cancer Detection",,BPG,Unknown,2025-11-15,"Tissue Analysis, Cancer Detection"
Millipore,https://www.sigmaaldrich.com/US/en,Temecula,,,"Purification, Analytic Biologics, Discovery",,BPG,Unknown,2025-11-15,"Purification, Analytic Biologics, Discovery"
MilliporeSigma,https://www.sigmaaldrich.com/US/en,Carlsbad,,,Clinical Manufacturing,,BPG,Unknown,2025-11-15,Clinical Manufacturing
MindRhythm,https://mindrhythm.com/,Cupertino,,,Headset for Stroke Triage,,BPG,Unknown,2025-11-15,Headset for Stroke Triage
Mindera,https://minderahealth.com/,Vista,,,Non-invasive skin cancer test,,BPG,Unknown,2025-11-15,Non-invasive skin cancer test
Mindstate Design Labs,https://www.mindstate.design/,South SF,,,Psychedelics,,BPG,Research,2025-11-15,Psychedelics
Minerva Surgical,https://minervasurgical.com/,Santa Clara,,,Endometrial Ablation System,,BPG,Unknown,2025-11-15,Endometrial Ablation System
MingSight Pharmaceuticals,https://mingsight.com/,San Diego,,,selective inhibitor of protein kinase C beta,,BPG,Private,2025-11-15,selective inhibitor of protein kinase C beta
Minotaur Therapeutics,https://minotaurtherapeutics.com/,San Diego,,,Biologics Based on Cow Antibody Structure,,BPG,Private,2025-11-15,Biologics Based on Cow Antibody Structure
Minutia,http://minutia.co/,Oakland,,,Cell Therapy - Diabetes,,BPG,Unknown,2025-11-15,Cell Therapy - Diabetes
MiraDx,https://miradx.com/,Los Angeles,,,Breast Cancer Diagnostics,,BPG,Unknown,2025-11-15,Breast Cancer Diagnostics
Mirador Therapeutics,https://miradortx.com/,San Diego,,,Drugs for inflammatory and fibrotic diseases,,BPG,Private,2025-11-15,Drugs for inflammatory and fibrotic diseases
Miraomics,https://miraomics.bio/,Berkeley,,,Bioinformatics Service,,BPG,Unknown,2025-11-15,Bioinformatics Service
Mirum Pharmaceuticals,https://mirumpharma.com/,Foster City,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Mirvie,https://www.mirvie.com/,South SF,,,RNA Platform for Pregnancy Issues,,BPG,Unknown,2025-11-15,RNA Platform for Pregnancy Issues
Mission Bio,https://missionbio.com/,South SF,,,Single-cell nucleic acid characterization,,BPG,Unknown,2025-11-15,Single-cell nucleic acid characterization
Mithradote Bio,https://mithradote.com/,San Diego,,,Antidote against drink spiking,,BPG,Unknown,2025-11-15,Antidote against drink spiking
Mithrl,https://www.mithrl.com/,San Francisco,,,NGS Data Software,,BPG,Unknown,2025-11-15,NGS Data Software
Mitrix bio,https://mitrix.bio,Pleasanton,,,Bioreactor-grown Mitochondria,,BPG,Unknown,2025-11-15,Bioreactor-grown Mitochondria
Mizuho OSI,https://www.mizuhosi.com/,Union City,,,Surgical / hospital tables,,BPG,Unknown,2025-11-15,Surgical / hospital tables
Model Medicines,https://modelmedicines.com/,San Diego,,,AI Drug Discovery,,BPG,Private,2025-11-15,AI Drug Discovery
Modular Medical,https://www.modularmedical.com/,San Diego,,,Insulin Pump,,BPG,Unknown,2025-11-15,Insulin Pump
Modulo Bio,https://www.modulo.bio/,San Diego,,,Small Molecules for Neurological Conditions,,BPG,Unknown,2025-11-15,Small Molecules for Neurological Conditions
Molecular Depot,https://moleculardepot.com/,San Diego,,,"Antibodies, Development",,BPG,Unknown,2025-11-15,"Antibodies, Development"
Molecular Devices,https://www.moleculardevices.com/,San jose,,,"Biotechnology Lab Equipment, Machines, Servicing",,BPG,Unknown,2025-11-15,"Biotechnology Lab Equipment, Machines, Servicing"
Molecular Instruments,https://www.molecularinstruments.com/,Los Angeles,,,HCR RNA-FISH and immunofluorescence kits and protein imaging assays,,BPG,Unknown,2025-11-15,HCR RNA-FISH and immunofluorescence kits and protein imaging assays
